transcription	normalisation	flag
གཟྲིད	གཟི་བརྗིད	1
ཟིྗདི	གཟི་བརྗིད	1
ཟྱིགཾངསཟྱིག	གཟིག་གམ་གངས་གཟིག	1
གཟིགིས	གཟིག་གིས	1
གཟིུཊ	གཟིགས་འདུག	1
གཟིཌ	གཟིགས	1
ཟྱིཌ	གཟིགས	1
གཟིམལ	གཟིམ་མལ	1
གཟོུ	གཟུ་བོ	1
གཟིུང་	གཟུ་ཤིང་	1
གཟེུར	གཟུག་གཟེར	1
གཟྯེུར	གཟུག་གཟེར	1
གཟུགིན་འདུག	གཟུག་གིན་འདུག	1
གཟུཾས	གཟུགས་ཁམས	1
གཟུཊན	གཟུགས་ཅན	1
གཟུན	གཟུགས་ཅན	1
གཟུཊཾ	གཟུགས་མ	1
གཟེུ༹ས	གཟུགས་མཛེས	1
གཟེུཾད་ཁཾས	གཟུགས་མེད་ཁམས	1
གཟུགེསཾད	གཟུགས་མེད	1
གཟེུད	གཟུགས་མེད	1
གཟེུདཾ	གཟུགས་མེད	1
གཟེུཾད	གཟུགས་མེད	1
གཟུཊི༹ན	གཟུགས་འཛིན	1
གཟུགསྐུ	གཟུགས་སྐུ	1
གཟུགསྐུ	གཟུགས་སྐུ	1
གཟུཊུ	གཟུགས་སྐུ	1
གཟུགསྡུག	གཟུགས་སྡུག	1
གཟུགུ	གཟུགས་སྡུག	1
གཟུཌ	གཟུགས	1
གཟུགསྡུག	གཟུགས་སྡུག	1
གཟུངིན	གཟུང་འཛིན	1
གཟིུང༹ན	གཟུང་འཛིན	1
གཟུངསྔཊ	གཟུངས་སྔགས	1
གཟེརཾ	གཟེར་མ	1
གཟེརོ	གཟེར་རོ	1
ཟྱེར	གཟེར	1
ཟྱེོང་	གཟོང་	1
ཟྱོད	གཟོད	1
གཡགིས	གཡག་གིས	1
ཡྱརྶ	གཡག་སར	1
ཡྱང་	གཡང་	1
གཡབོ	གཡབ་མོ	1
ཡྱར	གཡར	1
གཡྱོན	གཡས་གཡོན	1
གཡྱོགས	གཡས་ཕྱོགས	1
གཡསུ	གཡས་སུ	1
ཡྱསྐོརུ	གཡས་སྐོར་དུ	1
གཡོོུུ༹	གཡུ་མཚོ	1
གཡྲུག	གཡུ་འབྲུག	1
གཡུ་ལེཊ་པ	གཡུ་ལེགས་པ	1
གཡུངན	གཡུང་དྲུང་ཅན	1
གཡྲུང་	གཡུང་དྲུང་	1
གཡྲུང་	གཡུང་དྲུང་	1
གཡུལས	གཡུལ་ལས	1
གཡེརཾ	གཡེར་མ	1
ཡྱྕོན	གཡོ་ཅན	1
ཡྱོ	གཡོ	1
ཡྱོ	གཡོག	1
གཡོཌ	གཡོགས	1
གཡོནུ	གཡོན་དུ	1
ཡྱོནུ	གཡོན་དུ	1
གཡྱཽཊ	གཡོན་ཕྱོགས	1
ཡྱོན	གཡོན	1
གཡོསྣོད	གཡོས་སྣོད	1
གརསས	གར་གསས	1
གརབྲེལ	གར་འབྲེལ	1
གལྖེནི	གལ་ཆེན་ནི	1
གལྖེའོ	གལ་ཆེའོ	1
གལྟེ	གལ་ཏེ	1
གཤཌ	གཤགས	1
གཤངོ་	གཤང་གཤོང་	1
གཤཾལ	གཤམ་གསལ	1
གཤིནི	གཤིན་གྱི	1
གཤིནྱི	གཤིན་གྱི	1
གཤིནོ	གཤིན་པོ	1
གཤིནེདེ	གཤིན་རྗེ་གཤེད	1
གཤིེེནད	གཤིན་རྗེ་གཤེད	1
གཤྱིནེདེ	གཤིན་རྗེ་གཤེད	1
ཤྱིེནད	གཤིན་རྗེ་གཤེད	1
གཤིནེ	གཤིན་རྗེ	1
གཤྱིནེ	གཤིན་རྗེ	1
གིཤེན	གཤིན་རྗེ	1
ཤྱིནེ	གཤིན་རྗེ	1
གཤིབྱ	གཤིབ་བྱ	1
གཤཻ	གཤེ་གཤེ	1
གཤེགསོུལ	གཤེགས་སུ་གསོལ	1
གཤེཊོུལ	གཤེགས་སུ་གསོལ	1
གཤེགསོ	གཤེགས་སོ	1
ཤྱེགསོ	གཤེགས་སོ	1
གཤེཌ	གཤེགས	1
ཤྱེགས	གཤེགས	1
གཤེདུར	གཤེད་དུར	1
གཤེནབ	གཤེན་རབ	1
གཤེནརབས	གཤེན་རབས	1
ཤྱེན	གཤེན	1
གཤོལྕགས	གཤོལ་ལྕགས	1
གཤོལྡན	གཤོལ་ལྡན	1
གསྲུབསློགྶྲུབས	གས་སྲུབས་སློག་སྲུབས	1
གསྲུབས	གས་སྲུབས	1
སྱགཅོདེ	གསག་གཅོད་དེ	1
སྱཌ	གསགས	1
སྱང་	གསང་	1
སྱངཁང་	གསང་ཁང་	1
སྱངཁུང་	གསང་ཁུང་	1
སྱངཁེབསྔྃཌ	གསང་ཁེབས་གསང་སྔགས	1
སྱངནྱད	གསང་གནད	1
སྱངནྱས	གསང་གནས	1
སྱངེན	གསང་ཆེན	1
སྱངེན	གསང་ཆེན	1
སྱངབང་	གསང་དབང་	1
སྱངའི	གསང་བའི	1
སྱངའིསུང་	གསང་བའི་གསུང་	1
སྱངའིདགོ	གསང་བའི་བདག་པོ	1
སྱངའིདགོ	གསང་བའི་བདག་པོ	1
སྱངའི	གསང་བའི	1
སྱངརྡ	གསང་བརྡ	1
སྱངཾཚན	གསང་མཚན	1
སྱངཾཛོད	གསང་མཛོད	1
སྱངཚིག	གསང་ཚིག	1
སྱངའདུསིཾསྐྱོད	གསང་འདུས་མི་བསྐྱོད	1
གསངརྟཌ	གསང་རྟགས	1
གསྔྃཌསྱརྙིང་	གསང་སྔགས་གསར་རྙིང་	1
གསྔཌ	གསང་སྔགས	1
གསྔྃཌ	གསང་སྔགས	1
གསྔཊ	གསང་སྔགས	1
གསྔཾགས	གསང་སྔགས	1
གསྔཾཊ	གསང་སྔགས	1
གསྃསྟེ	གསང་སྟེ	1
སྱངསྤྱོདཤངཅྱིདོར	གསང་སྤྱོད་བཤང་གཅི་འདོར	1
སྱངསྦེད	གསང་སྦེད	1
སྱངསློབ	གསང་སློབ	1
སྱང་	གསང་	1
སྱངྣས	གསངས་ནས	1
སྱདརརྩཾསྱང་	གསད་པར་བརྩམས་ཀྱང་	1
སྱད	གསད	1
སྱནས	གསན་ནས	1
གསནས	གསན་ནས	1
སྱནཞེསནྱང་	གསན་བཞེས་གནང་	1
སྱན་བྱ	གསན་བྱ	1
སྱན	གསན	1
སྱབྱིན	གསབ་ཀྱིན	1
སྱབཚིགིསྱབ	གསབ་ཚིག་གིས་གསབ	1
སྱའ་ཾ	གསའ་མ	1
སྱརྠོགསརསྤྲོསྱས	གསར་ཐོག་གསར་སྤྲོས་བྱས	1
སྱརུ	གསར་དུ	1
སྱརཏོད	གསར་བཏོད	1
སྱརྯོསྱརའོངསྱརོའོ	གསར་བཟོས་གསར་འོངས་གསར་བཟོའོ	1
སྱརྗེ	གསར་བརྗེ	1
གསརྦུ	གསར་བུ	1
སྱརབྱུང་	གསར་བྱུང་	1
སྱརཾ	གསར་མ	1
སྱརགྱུར	གསར་འགྱུར	1
སྱརྙིང་	གསར་རྙིང་	1
སྱརྐྱེསྱརགྲོཌ	གསར་སྐྱེས་གསར་གྲོགས	1
སྱརྐྲུན	གསར་སྐྲུན	1
སྱར	གསར	1
སྱལཁཏོདེ	གསལ་ཁ་བཏོད་དེ	1
སྱལཁུངསྒེའུཁུང་	གསལ་ཁུང་སྒེའུ་ཁུང་	1
སྱལནས	གསལ་གནས	1
སྱལྖཐོན	གསལ་ཆ་ཐོན	1
སྱལཀྲོལཾཛད	གསལ་བཀྲོལ་མཛད	1
སྱལཏབ	གསལ་བཏབ	1
སྱལའི	གསལ་བའི	1
སྱལྒྲཌ	གསལ་བསྒྲགས	1
སྱལྱེདི	གསལ་བྱེད་ཀྱི	1
སྱལྱེདབྱངསཅསྲོག	གསལ་བྱེད་དབྱངས་བཅས་སྲོག	1
སྱལྱེདབྱངསཾདེ	གསལ་བྱེད་དབྱངས་མེད	1
སྱལྱེདཾ	གསལ་བྱེད་དམ	1
སྱལྱེཾགི	གསལ་བྱེད་མིག	1
སྱལྱེད	གསལ་བྱེད	1
སྱལཾཆྱོ	གསལ་མཆོག	1
སྱལཾཐོང་	གསལ་མཐོང་	1
སྱལཾཛད	གསལ་མཛད	1
སྱལེཾ	གསལ་མེ	1
སྱལྮག	གསལ་ཞག	1
སྱལདེབས	གསལ་འདེབས	1
སྱལྱསགྲངྣྱས	གསལ་ཡས་གྲངས་གནས	1
གསལྱལྱི	གསལ་རྒྱལ་གྱི	1
གསལྱལ	གསལ་རྒྱལ	1
སྱལྱལ	གསལ་རྒྱལ	1
སྱལརྗེན	གསལ་རྗེན	1
གསལམེ	གསལ་ལམ་མེ	1
གསལཱམ	གསལ་ལམ་ལམ	1
སྱཾལཾ	གསལ་ལམ་ལམ	1
སྱལེ	གསལ་ལེ	1
གསལོ	གསལ་ལོ	1
སྱལྡན	གསལ་ལྡན	1
སྱལྷིངེ་	གསལ་ལྷིང་ངེ་	1
སྱལྴིངགིརྩེ	གསལ་ཤིང་གི་རྩེ	1
སྱལྟོང་	གསལ་སྟོང་	1
སྱལྣང་	གསལ་སྣང་	1
སྱལྶྤུངསྱི	གསལ་སྤུངས་ཀྱི	1
སྱལ	གསལ	1
སྱསོཾ	གསས་མོ	1
གསསར	གསས་མཁར	1
སྱས	གསས	1
སྱིགིནསྱིཌ	གསིག་གིན་གསིགས	1
སྱིངགིན	གསིང་གིན	1
གསིངསྴིག	གསིངས་ཤིག	1
སྱིར	གསིར	1
སྱིལྦ	གསིལ་བ	1
སྱིལྦའོ	གསིལ་བའོ	1
སྱིལ	གསིལ	1
སྱུགྯོས	གསུག་ཟོས	1
སྱཁུངསགང་	གསུང་ཁུངས་གང་	1
གསུང་དོུལ	གསུང་དུ་གསོལ	1
སྱུངགྲོས	གསུང་བགྲོས	1
སྱུངཤད	གསུང་བཤད	1
གསུྃབུཾ	གསུང་འབུམ	1
གསུབ	གསུང་རབ	0
སུྃབ	གསུང་རབ	1
གསུབ	གསུང་རབ	1
གསྱརྩོཾ	གསུང་རྩོམ	1
སྱུངན	གསུང་ལན	1
གསུངྶྐྱེས	གསུང་སྐྱེས	1
གསུྃསྒྲོས	གསུང་སྒྲོས	1
སྱང་	གསུང་	1
སྱུངསྱངསྱུངྣས	གསུངས་ཀྱང་གསུངས་ནས	1
སྱུངསོ	གསུངས་སོ	1
གསུངསོ	གསུངས་སོ	1
གསུངསོ	གསུངས་སོ	1
གསྱིརེ	གསུབ་བའི་ཕྱིར་ཏེ	1
སྱུབ	གསུབ	1
སྱུབསིག	གསུབས་ཤིག	1
༣དུ	གསུམ་དུ	1
གསུཾ་དུ	གསུམ་དུ	1
ཉྲི	གསུམ་ནི	1
ཉྲའི	གསུམ་པའི	1
གསུཾར	གསུམ་པར	1
གསེུཾད	གསུམ་མེད	1
གསུམོ	གསུམ་མོ	1
གསུཾ༹ན	གསུམ་ཚན	1
གསུཾ	གསུམ	1
གསུརཀརསུར	གསུར་དཀར་གསུར	1
གསུརྔོ	གསུར་བསྔོ	1
གསུརྫསུར	གསུར་རྫ་གསུར	1
གསུསྱིཾ	གསུས་ཁྱིམ	1
སྱུསོ་ེ	གསུས་པོ་ཆེ	1
སྱེ	གསེ	1
སྱེ	གསེ	1
སྱེ	གསེ	1
སྱེགཀདདོ	གསེག་ཀ་དོད	1
སྱེགཅོད	གསེག་གཅོད	1
སྱེགྲི	གསེག་གྲི	1
སྱེགསོ	གསེག་དགོས	1
སྱེགཾ	གསེག་མ	1
སྱེག་ཾེརུང་	གསེག་མི་རུང་	1
སྱེགལུཾ	གསེག་ལམ་དུ	1
སྱེག	གསེག	1
སྱེངཕྲགསེངར	གསེང་ཕྲག་གསེང་བར	1
སྱེངཤོར	གསེང་ཤོར	1
སྱེདྱིན	གསེད་ཀྱིན	1
སྱེདཀྲོལ	གསེད་ཀྲོལ	1
སྱེདཾཁན	གསེད་མཁན	1
སྱེབྟུསྡད	གསེབ་ཏུ་བསྡད	1
སྱེབངོ་	གསེབ་བོང་	1
སྱེབ	གསེབ	1
སྱེབ	གསེབ	1
སྱེརཀོངཾ	གསེར་ཀོང་ངམ	1
སྱེརཁྲི	གསེར་ཁྲི	1
སྱེརདུང་	གསེར་གདུང་	1
སྱེརདུབ	གསེར་གདུབ	1
སྱེརཤྱའཾ	གསེར་གཤའ་མ	1
སྱེརྱི	གསེར་གྱི	1
གསེརན	གསེར་ཅན	1
སྱེརྖབ	གསེར་ཆབ	1
སྱེརྖུ	གསེར་ཆུ	1
སྱེརྖོས	གསེར་ཆོས	1
སྱེརཐཾ	གསེར་ཐམ	1
སྱེརཐུབ	གསེར་ཐུབ	1
གསེརོག	གསེར་ཐོག	1
གསེརོད	གསེར་ཐོད	1
སྱེརཙོ་ཾ	གསེར་བཙོ་མ	1
སྱེརཾཁར	གསེར་མཁར	1
སྱེརཾངལྕན	གསེར་མངལ་ཅན	1
སྱེརདབྕནཁའྡིང་	གསེར་འདབ་ཅན་མཁའ་ལྡིང་	1
སྱོརིཌ	གསེར་རིགས	1
སྱེརྐོ	གསེར་རྐོ	1
སྱེརྐོང་	གསེར་རྐོང་	1
སྱེརྡོ	གསེར་རྡོ	1
སྱེརྣ	གསེར་རྣ	1
སྱེརལྡནཾའཾ	གསེར་ལྡན་མའམ	1
སྱེརལྡན	གསེར་ལྡན	1
སྱེརསྐུ	གསེར་སྐུ	1
སྱེརྐུད	གསེར་སྐུད	1
སྱེརྐུད	གསེར་སྐུད	1
གསྐེུརད	གསེར་སྐུད	1
གསྐྱཻརཾས	གསེར་སྐྱེམས	1
གསྐྱེརེཾས	གསེར་སྐྱེམས	1
གསྱེརེསཾ	གསེར་སྐྱེམས	1
སྱེརེསཾ	གསེར་སྐྱེམས	1
སྱེརཾ	གསེར་སྐྱེམས	1
སྱཽརཾ	གསེར་སྐྱེམས	1
སྱེརསྦྱངསཙོཾ	གསེར་སྦྱངས་བཙོ་མ	1
སྱེར	གསེར	1
སྱེར	གསེར	1
སྱེལ	གསེལ	1
སྱེསྯིན	གསེས་ཟིན	1
སྱེས	གསེས	1
སྱོཐིགསོསྤྱད	གསོ་ཐིག་གསོ་སྤྱད	1
སྱོཔྱད	གསོ་དཔྱད	1
གསོུ	གསོ་བུ	1
སྱོདེ	གསོ་བྱེད	1
སྱོཾཁན	གསོ་མཁན	1
གཙྶྐྱོངོ་	གསོ་སྐྱོང་	1
གཙྶྐྱོངོ་	གསོ་སྐྱོང་	1
སྱོསྦྱོངོ་	གསོ་སྦྱོང་	1
སྱོསྦྱོངཕཌ	གསོ་སྦྱོང་འཕགས	1
སྱོ	གསོ	1
སྱོགསོབ	གསོག་གསོབ	1
སྱོགིན	གསོག་གིན	1
སྱོགིནསྱོགྲསྟེ་ཐོ	གསོག་གིནགསོག་ཁྲ་སྟེ་ཐོ	1
སྱོགཇོགསོག	གསོག་འཇོག་གསོག	1
སྱོགྲྫུ	གསོག་རྫུ	1
སྱོག	གསོག	1
སྱོངོ་	གསོང་བོ	1
སྱོངསིག	གསོངས་ཤིག	1
སྱོདྱིན	གསོད་ཀྱིན	1
གསོདཾ	གསོད་ནམས	1
སྱོདར	གསོད་པར	1
སྱོདོད	གསོད་བྱེད	1
སྱོད	གསོད	1
སྱོནྕིགཚེ	གསོན་ཅིག་ཚེ	1
གསོནོ	གསོན་པོ	1
སྱོནོར	གསོན་པོར	1
སྱོབཟུཌ	གསོབ་གཟུགས	1
སྱོཾ	གསོམ	1
སྱོརསྐོརནསྦུ	གསོར་བསྐོར་ནས་བུ	1
སྱོལཁ	གསོལ་ཁ	1
སྱོལཁང་	གསོལ་ཁང་	1
སྱོལཟིསཾཆོད	གསོལ་གཟིམས་མཆོད	1
གསཽན	གསོལ་དཔོན	1
སྱོལཆོཾདབྱེད	གསོལ་མཆོད་བྱེད	1
སྱོལངི་	གསོལ་ཞིང་	1
སྱོལྲསྱོལ	གསོལ་རསས་གསོལ	1
སྱོལོཾཆོདོ	གསོལ་ལོ་མཆོད	1
སྱོལྟོན	གསོལ་སྟོན	1
སྱོལསྨན	གསོལ་སྨན	1
སྱོལ	གསོལ	1
སྱོསྲུགསོསྱ	གསོས་ཕྲུག་གསོས་བྱ	1
སྱོསིགསྣོས	གསོས་ཤིག་གསོས་ནས	1
སྱོསུ	གསོས་སུ	1
སྱོས	གསོས	1
གིམིཌ	གི་དམིགས	1
གངིེན	གིང་ཆེན	1
གིངེན	གིང་ཆེན	1
གིངོ་	གིང་ཕོ	1
གིངོ་	གིང་མོ	1
གིསཟོས	གིས་བཟོས	1
གིསྒྱུར	གིས་བསྒྱུར	1
གུལུ	གུ་གུལ	1
གུུལ	གུ་གུལ	1
གུགོ་པ	གུ་དོག་པ	1
གུགེ	གུག་གེ	0
གུངསྱེང་	གུང་གསེང་	1
གུཾ	གུང་	1
གུདུ	གུད་དུ	1
གུཾ	གུམ	1
གུཾས	གུམས	1
གུརང་	གུར་ཁང་	1
གུརཾ	གུར་གུམ	1
གུརམ	གུར་གུམ	1
གུགོ	གུར་ཐོག	1
གོུག	གུར་ཐོག	1
གུརུ	གུར་བུ	1
གུརལིསུམོ	གུར་ལི་གསུམ་མོ	1
གུུལ	གུལ་གུལ	1
གུསདུད	གུས་འདུད	1
གུསྦྱོར	གུས་སྦྱོར	1
གེཨོད	གེ་ཁོད	1
གེཊ་༡	གེགས་གཅིག	1
གེགསེལ	གེགས་སེལ	1
གོནས	གོ་གནས	1
གྖཽད	གོ་ཆོད	1
གོངཾ	གོང་མ	1
གློའི	གོ་ལའི	1
གློ	གོ་སླ	1
གོངྑུར	གོང་ཁུར	1
གོངཱོག	གོང་འོག	1
གསོན་གཤིན	གོན་པོ་དང་གཤིན་པོ	1
གོཾས་པ	གོམས་པ	1
